S,800,limit;100
S,900,symbol;S1;S2;S3;S4;S5
S,34000,S1;99.7415194;100.7415194;S2;100.4842312;101.4842312;S3;97.65431327;98.65431327;S4;97.79687856;98.79687856;S5;98.91923561;99.91923561
S,34500,S1;99.9187026;100.9187026;S2;100.7530579;101.7530579;S3;97.8669895;98.8669895;S4;97.76776175;98.76776175;S5;99.07662795;100.07662795
S,35000,S1;100.1667306;101.1667306;S2;101.142779;102.142779;S3;98.0444714;99.0444714;S4;96.81368113;97.81368113;S5;99.04191554;100.04191554
S,35500,S1;99.6996597;100.6996597;S2;100.239131;101.239131;S3;97.59057517;98.59057517;S4;95.23373017;96.23373017;S5;98.19077402;99.19077402
S,36000,S1;100.5708539;101.5708539;S2;101.7697472;102.7697472;S3;98.3180571;99.3180571;S4;95.5286909;96.5286909;S5;99.04683729;100.04683729
S,36500,S1;100.4423607;101.4423607;S2;101.4592227;102.4592227;S3;97.66126055;98.66126055;S4;94.64798463;95.64798463;S5;98.55270714;99.55270714
S,37000,S1;100.2678932;101.2678932;S2;101.0783545;102.0783545;S3;97.08932885;98.08932885;S4;94.31673031;95.31673031;S5;98.18807673;99.18807673
S,37500,S1;100.2830595;101.2830595;S2;101.0512604;102.0512604;S3;97.25603531;98.25603531;S4;95.2880545;96.2880545;S5;98.46960244;99.46960244
S,38000,S1;100.7642522;101.7642522;S2;101.8629468;102.8629468;S3;97.98391471;98.98391471;S4;96.04546558;97.04546558;S5;99.16414482;100.16414482
S,38500,S1;101.7430932;102.7430932;S2;103.5414716;104.5414716;S3;99.7440534;100.7440534;S4;98.34283174;99.34283174;S5;100.8428625;101.8428625
S,39000,S1;102.8604342;103.8604342;S2;105.4125835;106.4125835;S3;100.6139661;101.6139661;S4;98.51595279;99.51595279;S5;101.8507341;102.8507341
S,39500,S1;103.7981034;104.7981034;S2;106.9050059;107.9050059;S3;101.8057491;102.8057491;S4;100.9641249;101.9641249;S5;103.3682458;104.3682458
S,40000,S1;103.378468;104.378468;S2;105.9553343;106.9553343;S3;101.1053817;102.1053817;S4;102.0684735;103.0684735;S5;103.1269144;104.1269144
S,40500,S1;102.916278;103.916278;S2;104.9645475;105.9645475;S3;100.3047094;101.3047094;S4;101.0637616;102.0637616;S5;102.3123241;103.3123241
S,41000,S1;103.7842836;104.7842836;S2;106.3667843;107.3667843;S3;102.1284597;103.1284597;S4;103.1540189;104.1540189;S5;103.8583866;104.8583866
S,41500,S1;102.9503474;103.9503474;S2;104.7200799;105.7200799;S3;101.1251296;102.1251296;S4;101.1960034;102.1960034;S5;102.4978901;103.4978901
S,42000,S1;102.1245915;103.1245915;S2;103.1371801;104.1371801;S3;99.7436677;100.7436677;S4;100.0816056;101.0816056;S5;101.2717612;102.2717612
S,42500,S1;101.7657848;102.7657848;S2;102.4308257;103.4308257;S3;99.6618582;100.6618582;S4;100.6636574;101.6636574;S5;101.1305316;102.1305316
S,43000,S1;100.7624452;101.7624452;S2;100.5980406;101.5980406;S3;99.26813665;100.26813665;S4;99.28943993;100.28943993;S5;99.9795156;100.9795156
S,43500,S1;101.3686499;102.3686499;S2;101.6941782;102.6941782;S3;99.8335155;100.8335155;S4;101.2007783;102.2007783;S5;101.0242805;102.0242805
S,44000,S1;99.8621886;100.8621886;S2;98.98284469;99.98284469;S3;97.61633907;98.61633907;S4;98.51694523;99.51694523;S5;98.7445794;99.7445794
S,44500,S1;99.49509107;100.49509107;S2;98.38204497;99.38204497;S3;97.11988022;98.11988022;S4;96.30840819;97.30840819;S5;97.82635611;98.82635611
S,45000,S1;99.31583391;100.31583391;S2;98.13394915;99.13394915;S3;96.52780205;97.52780205;S4;96.160516;97.160516;S5;97.53452528;98.53452528
S,45500,S1;99.31758195;100.31758195;S2;98.21628447;99.21628447;S3;96.36865408;97.36865408;S4;96.30441221;97.30441221;S5;97.55173318;98.55173318
S,46000,S1;98.04805717;99.04805717;S2;96.00307075;97.00307075;S3;95.37218994;96.37218994;S4;95.23084108;96.23084108;S5;96.16353973;97.16353973
S,46500,S1;96.42976414;97.42976414;S2;93.20808307;94.20808307;S3;93.60387609;94.60387609;S4;92.42449621;93.42449621;S5;93.91655488;94.91655488
S,47000,S1;96.00499843;97.00499843;S2;92.64859392;93.64859392;S3;92.92726579;93.92726579;S4;92.4726889;93.4726889;S5;93.51338676;94.51338676
S,47500,S1;95.88394628;96.88394628;S2;92.65207194;93.65207194;S3;93.17734581;94.17734581;S4;91.13940445;92.13940445;S5;93.21319212;94.21319212
S,48000,S1;95.45261327;96.45261327;S2;92.0792622;93.0792622;S3;92.9889821;93.9889821;S4;91.75058676;92.75058676;S5;93.06786108;94.06786108
S,48500,S1;95.9853538;96.9853538;S2;93.28218695;94.28218695;S3;93.74256145;94.74256145;S4;92.07636238;93.07636238;S5;93.77161614;94.77161614
S,49000,S1;95.72719188;96.72719188;S2;92.99108447;93.99108447;S3;94.00952155;95.00952155;S4;93.75232422;94.75232422;S5;94.12003053;95.12003053
S,49500,S1;94.94617796;95.94617796;S2;91.74408145;92.74408145;S3;93.82725835;94.82725835;S4;92.42753362;93.42753362;S5;93.23626284;94.23626284
S,50000,S1;94.41415495;95.41415495;S2;90.98067387;91.98067387;S3;93.25239477;94.25239477;S4;91.63955315;92.63955315;S5;92.57169418;93.57169418
S,50500,S1;94.74900519;95.74900519;S2;91.82780152;92.82780152;S3;93.44128154;94.44128154;S4;91.84354055;92.84354055;S5;92.9654072;93.9654072
S,51000,S1;96.31053305;97.31053305;S2;94.8965832;95.8965832;S3;94.96371466;95.96371466;S4;93.08416558;94.08416558;S5;94.81374912;95.81374912
S,51500,S1;96.05988245;97.05988245;S2;94.53354052;95.53354052;S3;94.46207051;95.46207051;S4;92.20426521;93.20426521;S5;94.31493967;95.31493967
S,52000,S1;95.44680265;96.44680265;S2;93.51478814;94.51478814;S3;93.92994394;94.92994394;S4;91.72736997;92.72736997;S5;93.65472618;94.65472618
S,52500,S1;95.35994484;96.35994484;S2;93.48495365;94.48495365;S3;93.94530087;94.94530087;S4;93.10226602;94.10226602;S5;93.97311635;94.97311635
S,53000,S1;95.9429773;96.9429773;S2;94.68018077;95.68018077;S3;93.91280986;94.91280986;S4;94.36218051;95.36218051;S5;94.72453711;95.72453711
S,53500,S1;95.95962272;96.95962272;S2;94.79524103;95.79524103;S3;94.48016724;95.48016724;S4;94.63837716;95.63837716;S5;94.96835204;95.96835204
S,54000,S1;95.04099152;96.04099152;S2;93.19274508;94.19274508;S3;93.77566097;94.77566097;S4;94.0055249;95.0055249;S5;94.00373062;95.00373062
S,54500,S1;94.33800608;95.33800608;S2;92.02495648;93.02495648;S3;92.57384144;93.57384144;S4;93.36288532;94.36288532;S5;93.07492233;94.07492233
S,55000,S1;93.98439883;94.98439883;S2;91.52804039;92.52804039;S3;91.69221889;92.69221889;S4;92.81054299;93.81054299;S5;92.50380028;93.50380028
S,55500,S1;93.97329361;94.97329361;S2;91.67210839;92.67210839;S3;91.79514896;92.79514896;S4;93.45806662;94.45806662;S5;92.72465439;93.72465439
S,56000,S1;94.10804107;95.10804107;S2;92.07513943;93.07513943;S3;91.90886277;92.90886277;S4;94.38192688;95.38192688;S5;93.11849254;94.11849254
S,56500,S1;94.71768136;95.71768136;S2;93.33649236;94.33649236;S3;92.67376453;93.67376453;S4;93.41895098;94.41895098;S5;93.53672231;94.53672231
S,57000,S1;94.78284483;95.78284483;S2;93.54894454;94.54894454;S3;92.51730474;93.51730474;S4;93.12891975;94.12891975;S5;93.49450347;94.49450347
S,57500,S1;94.62912822;95.62912822;S2;93.34883794;94.34883794;S3;92.25744697;93.25744697;S4;91.86887318;92.86887318;S5;93.02607158;94.02607158
S,58000,S1;95.02885672;96.02885672;S2;94.17050243;95.17050243;S3;92.4365955;93.4365955;S4;90.67181057;91.67181057;S5;93.0769413;94.0769413
S,58500,S1;95.38544148;96.38544148;S2;94.88321645;95.88321645;S3;93.12461645;94.12461645;S4;92.02124574;93.02124574;S5;93.85363003;94.85363003
S,59000,S1;95.93652424;96.93652424;S2;95.9277326;96.9277326;S3;93.2051095;94.2051095;S4;92.32824222;93.32824222;S5;94.34940214;95.34940214
S,59500,S1;96.70597813;97.70597813;S2;97.33608462;98.33608462;S3;93.44096995;94.44096995;S4;93.60425273;94.60425273;S5;95.27182136;96.27182136
S,60000,S1;96.2458386;97.2458386;S2;96.4550356;97.4550356;S3;92.83545992;93.83545992;S4;94.31950436;95.31950436;S5;94.96395962;95.96395962
S,60500,S1;96.43557327;97.43557327;S2;96.78764736;97.78764736;S3;93.45482158;94.45482158;S4;94.34240935;95.34240935;S5;95.25511289;96.25511289
S,61000,S1;96.92874117;97.92874117;S2;97.66423303;98.66423303;S3;93.6590053;94.6590053;S4;94.52211208;95.52211208;S5;95.69352289;96.69352289
S,61500,S1;96.38412719;97.38412719;S2;96.62315151;97.62315151;S3;92.83741028;93.83741028;S4;91.45667192;92.45667192;S5;94.32534022;95.32534022
S,62000,S1;95.93520707;96.93520707;S2;95.78753055;96.78753055;S3;92.64826782;93.64826782;S4;90.6811109;91.6811109;S5;93.76302909;94.76302909
S,62500,S1;96.42196223;97.42196223;S2;96.68797875;97.68797875;S3;92.98689267;93.98689267;S4;90.41205175;91.41205175;S5;94.12722135;95.12722135
S,63000,S1;97.05319518;98.05319518;S2;97.82241226;98.82241226;S3;92.98130446;93.98130446;S4;90.07963569;91.07963569;S5;94.4841369;95.4841369
S,63500,S1;96.94147083;97.94147083;S2;97.56752909;98.56752909;S3;92.93699945;93.93699945;S4;88.74506442;89.74506442;S5;94.04776595;95.04776595
S,64000,S1;96.84718794;97.84718794;S2;97.35389353;98.35389353;S3;92.93274093;93.93274093;S4;89.65296783;90.65296783;S5;94.19669756;95.19669756
S,64500,S1;98.04837729;99.04837729;S2;99.508272;100.508272;S3;94.19920578;95.19920578;S4;91.100572;92.100572;S5;95.71410677;96.71410677
S,65000,S1;96.40822041;97.40822041;S2;96.438849;97.438849;S3;91.90536533;92.90536533;S4;87.84901669;88.84901669;S5;93.15036286;94.15036286
S,65500,S1;95.90532231;96.90532231;S2;95.51874465;96.51874465;S3;91.82636853;92.82636853;S4;89.2169705;90.2169705;S5;93.1168515;94.1168515
S,66000,S1;95.42667955;96.42667955;S2;94.66881061;95.66881061;S3;91.66351344;92.66351344;S4;89.41564932;90.41564932;S5;92.79366323;93.79366323
S,66500,S1;94.1915273;95.1915273;S2;92.45435531;93.45435531;S3;90.88622712;91.88622712;S4;87.89468442;88.89468442;S5;91.35669854;92.35669854
S,67000,S1;93.05538658;94.05538658;S2;90.47473826;91.47473826;S3;90.36119102;91.36119102;S4;88.82089379;89.82089379;S5;90.67805241;91.67805241
S,67500,S1;92.95616487;93.95616487;S2;90.46357467;91.46357467;S3;90.20379363;91.20379363;S4;87.45440385;88.45440385;S5;90.26948426;91.26948426
S,68000,S1;92.72790113;93.72790113;S2;90.20691701;91.20691701;S3;88.73503188;89.73503188;S4;84.93791081;85.93791081;S5;89.15194021;90.15194021
S,68500,S1;92.76262824;93.76262824;S2;90.4403498;91.4403498;S3;88.87631971;89.87631971;S4;85.07016614;86.07016614;S5;89.28736597;90.28736597
S,69000,S1;91.81371397;92.81371397;S2;88.83305647;89.83305647;S3;87.96168322;88.96168322;S4;84.47958673;85.47958673;S5;88.2720101;89.2720101
S,69500,S1;91.98252372;92.98252372;S2;89.34786251;90.34786251;S3;87.774395;88.774395;S4;84.84403031;85.84403031;S5;88.48720289;89.48720289
S,70000,S1;91.09235602;92.09235602;S2;87.86419686;88.86419686;S3;87.58743426;88.58743426;S4;86.39368959;87.39368959;S5;88.23441918;89.23441918
S,70500,S1;90.7915363;91.7915363;S2;87.51691724;88.51691724;S3;87.25429577;88.25429577;S4;86.33368693;87.33368693;S5;87.97410906;88.97410906
S,71000,S1;88.74704566;89.74704566;S2;83.90021145;84.90021145;S3;84.36801211;85.36801211;S4;84.71156143;85.71156143;S5;85.43170766;86.43170766
S,71500,S1;88.90263672;89.90263672;S2;84.5200104;85.5200104;S3;84.03242469;85.03242469;S4;85.09571743;86.09571743;S5;85.63769731;86.63769731
S,72000,S1;88.83701408;89.83701408;S2;84.68930273;85.68930273;S3;84.40625753;85.40625753;S4;86.04858468;87.04858468;S5;85.99528975;86.99528975
S,72500,S1;89.38747126;90.38747126;S2;86.01058299;87.01058299;S3;83.948657;84.948657;S4;85.47454785;86.47454785;S5;86.20531478;87.20531478
S,73000,S1;88.7578878;89.7578878;S2;85.04692072;86.04692072;S3;83.00269232;84.00269232;S4;83.62257236;84.62257236;S5;85.1075183;86.1075183
S,73500,S1;88.30490473;89.30490473;S2;84.43657307;85.43657307;S3;83.07952217;84.07952217;S4;82.05133381;83.05133381;S5;84.46808345;85.46808345
S,74000,S1;88.41356059;89.41356059;S2;84.90228992;85.90228992;S3;83.25027072;84.25027072;S4;81.8416655;82.8416655;S5;84.60194668;85.60194668
S,74500,S1;88.1642352;89.1642352;S2;84.66388906;85.66388906;S3;83.09003708;84.09003708;S4;82.26139388;83.26139388;S5;84.54488881;85.54488881
S,75000,S1;87.55275599;88.55275599;S2;83.73520736;84.73520736;S3;82.18225249;83.18225249;S4;80.76347881;81.76347881;S5;83.55842366;84.55842366
S,75500,S1;85.98343173;86.98343173;S2;80.99585521;81.99585521;S3;80.47185797;81.47185797;S4;78.99877455;79.99877455;S5;81.61247986;82.61247986
S,76000,S1;86.18385543;87.18385543;S2;81.715845;82.715845;S3;80.55736307;81.55736307;S4;80.13126098;81.13126098;S5;82.14708112;83.14708112
S,76500,S1;87.19781825;88.19781825;S2;83.96494461;84.96494461;S3;81.69648949;82.69648949;S4;80.14177896;81.14177896;S5;83.25025783;84.25025783
S,77000,S1;87.02335814;88.02335814;S2;83.84794045;84.84794045;S3;82.07136511;83.07136511;S4;80.19798638;81.19798638;S5;83.28516252;84.28516252
S,77500,S1;87.86907765;88.86907765;S2;85.67943584;86.67943584;S3;82.75182823;83.75182823;S4;80.96734059;81.96734059;S5;84.31692058;85.31692058
S,78000,S1;88.08976718;89.08976718;S2;86.24662029;87.24662029;S3;83.27406388;84.27406388;S4;82.47121371;83.47121371;S5;85.02041626;86.02041626
S,78500,S1;88.47315463;89.47315463;S2;87.09971234;88.09971234;S3;83.81009236;84.81009236;S4;82.6260136;83.6260136;S5;85.50224323;86.50224323
S,79000,S1;89.23581232;90.23581232;S2;88.64013251;89.64013251;S3;84.59454387;85.59454387;S4;83.74411435;84.74411435;S5;86.55365076;87.55365076
S,79500,S1;90.10662903;91.10662903;S2;90.32719795;91.32719795;S3;85.91369752;86.91369752;S4;85.96386253;86.96386253;S5;88.07784676;89.07784676
S,80000,S1;89.81994642;90.81994642;S2;89.77261435;90.77261435;S3;85.52955723;86.52955723;S4;85.62749787;86.62749787;S5;87.68740397;88.68740397
S,80500,S1;87.40902659;88.40902659;S2;85.22941736;86.22941736;S3;82.75259997;83.75259997;S4;84.00231955;85.00231955;S5;84.84834087;85.84834087
S,81000,S1;86.75463427;87.75463427;S2;84.1255411;85.1255411;S3;82.59491115;83.59491115;S4;84.16116821;85.16116821;S5;84.40906368;85.40906368
S,81500,S1;85.01282967;86.01282967;S2;80.96290046;81.96290046;S3;80.83820801;81.83820801;S4;81.54542277;82.54542277;S5;82.08984023;83.08984023
S,82000,S1;85.46533956;86.46533956;S2;82.11009314;83.11009314;S3;81.59137648;82.59137648;S4;83.20549467;84.20549467;S5;83.09307596;84.09307596
S,82500,S1;85.79500668;86.79500668;S2;82.9713525;83.9713525;S3;81.72770621;82.72770621;S4;83.72905743;84.72905743;S5;83.55578071;84.55578071
S,83000,S1;86.86078143;87.86078143;S2;85.21434121;86.21434121;S3;82.41356657;83.41356657;S4;83.68323181;84.68323181;S5;84.54298026;85.54298026
S,83500,S1;87.49999418;88.49999418;S2;86.54921987;87.54921987;S3;82.9040409;83.9040409;S4;83.39544735;84.39544735;S5;85.08717557;86.08717557
S,84000,S1;87.75308956;88.75308956;S2;87.09610386;88.09610386;S3;83.15410336;84.15410336;S4;83.82719727;84.82719727;S5;85.45762351;86.45762351
S,84500,S1;87.61638451;88.61638451;S2;86.87949594;87.87949594;S3;82.430634;83.430634;S4;84.25564507;85.25564507;S5;85.29553988;86.29553988
S,85000,S1;87.42641574;88.42641574;S2;86.56642792;87.56642792;S3;83.02240693;84.02240693;S4;84.57678435;85.57678435;S5;85.39800874;86.39800874
S,85500,S1;87.42675246;88.42675246;S2;86.62469018;87.62469018;S3;82.64276801;83.64276801;S4;84.65938277;85.65938277;S5;85.33839836;86.33839836
S,86000,S1;85.86430935;86.86430935;S2;83.69439915;84.69439915;S3;80.23359151;81.23359151;S4;81.99412087;82.99412087;S5;82.94660522;83.94660522
S,86500,S1;86.19352248;87.19352248;S2;84.47394921;85.47394921;S3;80.88931991;81.88931991;S4;81.39027183;82.39027183;S5;83.23676586;84.23676586
S,87000,S1;85.40849817;86.40849817;S2;83.07972297;84.07972297;S3;80.1721731;81.1721731;S4;80.53221803;81.53221803;S5;82.29815307;83.29815307
S,87500,S1;85.0188928;86.0188928;S2;82.48333591;83.48333591;S3;79.83663387;80.83663387;S4;81.49450867;82.49450867;S5;82.20834281;83.20834281
S,88000,S1;85.19419237;86.19419237;S2;82.99250455;83.99250455;S3;79.44429177;80.44429177;S4;81.29207201;82.29207201;S5;82.23076518;83.23076518
