1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Index
38.8922,88.1446,52.4769,78.8016,48.0873,95.6415,70.1854,43.1754,44.4684,65.4990,25.0775,43.4195,69.8116,31.8358,24.4463,50.1590,19.0919,89.3295,94.3120,64.9061,83.7916,45.4645,14.5018,32.5476,31.3572,27.2840,40.0651,82.5315,86.0269,21.1889,18.3015
39.0948,87.3484,53.0882,77.9767,47.6242,96.4988,70.9148,43.4114,43.5981,64.0515,25.1214,43.1911,70.3824,31.3110,22.6216,49.9125,20.0418,91.9475,94.5141,66.2144,82.2518,45.7164,14.6897,32.0267,32.3475,27.8999,40.1276,84.9839,90.2050,20.4907,18.3116
38.4103,90.1210,54.1093,77.8927,46.9113,90.4792,71.6022,43.5028,43.1277,63.7120,25.0522,44.9795,69.7481,31.2268,22.0789,50.6527,19.6521,97.6291,95.1201,67.4778,80.5672,46.3778,15.1610,31.8854,31.5218,27.5903,39.8490,85.2539,87.3754,20.5951,18.2889
37.3983,87.2320,55.1629,77.4134,48.6230,92.0352,73.4881,43.8977,44.6665,62.9513,25.2496,46.3207,68.5768,29.8858,20.8575,48.6074,19.8986,95.6396,96.2135,64.8856,81.1396,44.5023,15.1881,32.0160,31.0970,27.0509,39.7525,85.6363,88.8451,20.0870,18.1850
37.4903,87.5051,55.7487,77.4481,48.6572,86.7905,75.6606,45.4204,45.2104,61.3911,26.2519,46.5979,68.1920,29.8323,20.0360,48.0559,19.5809,97.2788,98.8641,64.4409,78.2590,44.6024,15.8780,32.8443,29.0415,27.5513,40.5091,81.7826,90.5014,20.2693,18.1815
38.5905,88.0612,54.7150,76.6163,49.3715,85.5939,73.7950,46.9285,45.5419,62.4213,25.7056,46.4825,68.5036,29.4468,19.7016,47.3393,19.4696,100.5008,96.6297,67.9699,79.3307,45.4693,15.9901,32.1278,28.6759,28.1257,38.9013,83.5256,91.4046,20.1682,18.2772
40.1579,88.3914,57.3562,74.6530,50.3491,82.1769,72.4672,48.0162,46.1417,62.4226,25.5700,44.7787,67.0008,29.1398,19.2704,48.7175,20.1498,100.4005,96.3898,70.2167,79.1538,44.8653,16.7303,30.4933,27.1264,28.3370,37.6420,81.4498,95.7967,19.7100,18.3196
40.6696,87.3079,56.6458,72.9237,50.2509,80.2225,71.6142,45.9718,48.2216,58.8509,26.3701,45.7698,68.2352,28.8162,19.8031,46.4405,19.9360,97.3125,91.6233,72.5451,80.4157,44.1730,16.7332,30.3907,27.6331,27.8259,38.8132,80.2528,96.6847,19.7087,18.2499
42.4437,90.0751,58.3954,76.2579,50.0396,80.6920,69.3990,45.7180,47.1092,60.1675,25.4860,46.8931,69.3717,28.6346,20.2468,46.2528,19.7301,98.1868,92.2245,71.1326,83.2517,44.9464,16.6978,30.5403,27.3656,27.8201,38.2838,78.2902,96.5980,19.5848,18.3201
42.2028,88.9118,56.4450,73.2478,49.6412,81.9866,68.3987,46.2696,45.6577,58.7803,25.6085,46.8482,68.5857,28.7800,20.6406,44.2538,19.7864,102.4928,89.6964,73.4471,84.9264,45.3977,16.4003,29.8115,27.0880,27.4090,36.9950,83.0159,93.5694,18.9331,18.2389
42.1138,88.8134,55.6309,72.3174,49.4574,82.6415,70.7700,45.9954,45.3446,59.9061,24.5604,45.3810,68.8661,27.6514,21.1543,43.5436,20.0318,101.1997,86.4850,72.1145,85.9020,46.1951,16.5358,29.6686,27.4486,27.2865,38.0203,84.9875,92.3591,19.2421,18.2802
42.2497,92.3017,59.4767,71.9604,50.6214,80.2745,70.4896,45.4410,44.5782,58.2521,23.4682,45.0429,68.3311,27.8738,20.7202,44.1102,19.8964,101.1449,89.0025,72.7156,89.1764,45.3538,16.0179,30.5619,26.4360,27.4616,36.0047,85.7077,91.8383,18.3939,18.1748
40.9144,91.5808,57.4269,75.5754,49.4116,78.6981,72.3461,44.1682,43.5765,58.1808,23.7214,43.3661,67.0281,27.7448,20.5705,44.4427,20.0554,102.9732,87.2947,72.5675,91.2807,44.3430,16.2552,29.8115,26.8089,28.2118,36.2680,88.3934,92.8293,18.5914,18.1813
39.9088,88.6102,56.1756,76.2476,50.6024,79.3080,69.2194,44.7643,44.6178,58.0581,24.3500,43.9626,68.2643,27.3596,20.5224,42.1628,20.6004,100.2272,90.2080,71.7283,91.5918,45.0436,16.9253,29.5412,26.8966,29.9378,35.7594,87.7805,94.4063,18.3950,18.2293
41.3255,88.8882,56.9648,76.0409,50.8720,79.4958,68.7364,46.5302,48.4016,58.9353,23.3839,44.8706,68.5731,26.8818,20.2988,40.6201,20.0581,97.3239,91.6170,73.2944,91.5687,45.6523,16.8457,28.6662,27.1402,29.4934,35.2373,82.6197,90.3076,18.9995,18.2954
41.7387,89.7295,56.7654,80.0433,50.6710,78.0061,70.8779,44.8341,48.0533,56.5040,23.7811,44.6446,69.6439,26.7517,20.3696,40.1128,19.3285,102.0363,91.4644,74.3580,89.6699,46.2911,16.4372,28.5093,27.6429,28.7029,34.1668,79.4199,87.8049,19.1352,18.2444
41.0084,88.2394,54.5125,81.6368,48.9724,81.7358,71.7588,45.3045,49.8520,56.5513,23.2516,45.2712,71.6148,26.3084,20.8117,38.5666,19.3245,103.1951,90.5000,73.7451,91.7454,47.7919,15.6747,29.5697,28.1218,28.4345,33.3255,84.6890,83.3043,19.1489,18.2877
40.9817,87.2708,51.1843,80.7136,45.2966,80.6752,71.1045,46.2243,49.9694,57.7233,23.2372,48.9741,70.0925,26.4280,20.7758,38.2000,18.6396,108.2916,94.0335,73.6081,94.7489,47.3147,15.5196,30.1728,28.0200,28.6963,33.3308,83.6689,82.0197,19.1753,18.2299
41.9001,85.8104,51.0067,79.6681,46.5390,80.5073,71.4047,47.8868,50.6646,58.2092,23.3882,51.2387,72.2444,27.0680,21.0252,37.0118,18.4992,105.6335,99.5351,76.1573,96.3305,47.3903,16.0172,30.8534,27.5489,29.7727,33.2102,80.8810,83.7072,19.2685,18.4276
42.3076,85.1784,51.1797,79.1735,47.2298,81.3363,70.5590,49.0181,50.8304,56.3950,23.1052,50.4795,72.3736,26.4090,20.4460,35.4769,18.1509,106.0362,96.9511,76.8107,96.6265,49.1325,16.4928,30.5758,26.1163,30.0150,33.2458,82.0365,84.3045,19.3641,18.4474
44.2523,82.0229,50.3192,75.9344,49.1121,81.7331,71.3713,46.3698,50.8393,55.5658,22.2911,50.9786,72.4706,26.0702,20.3147,36.3217,18.1177,113.6583,97.1213,80.8866,101.4157,47.6884,16.5440,30.2661,27.2621,28.3158,33.0934,84.2061,88.9092,19.9133,18.5798
43.5715,81.6040,50.9794,74.5381,48.9116,85.2952,69.0926,47.0760,52.1061,58.3218,21.9970,52.6275,72.1363,25.6419,20.5197,36.2892,18.8573,107.2192,99.9988,79.9080,100.0448,46.8779,16.4477,31.8467,28.6989,27.8563,32.5379,85.3891,88.5353,19.5030,18.5694
43.9717,83.2892,50.6372,70.7522,45.5874,84.9587,65.6944,48.0329,51.7785,59.6070,22.7717,55.0072,72.4589,26.6250,20.1824,36.8795,19.8360,101.7753,106.3782,77.0775,98.2208,47.7537,17.0386,34.2501,29.4061,28.8874,33.9614,81.5157,89.8657,19.9824,18.5751
42.9159,80.6291,50.4278,70.0975,45.7750,84.1560,67.0638,49.4195,51.4910,61.4435,22.4102,57.4571,74.2945,26.2079,20.5559,34.8944,19.4644,102.4609,108.5894,74.8072,95.2341,47.5104,16.9287,34.2058,29.8288,28.2295,33.2454,81.3413,89.2339,19.8789,18.5232
40.4658,77.6163,52.0690,68.5906,45.0591,83.7455,68.2331,49.6575,49.5048,59.6408,23.1198,57.4551,72.5760,25.2444,19.8936,33.1845,19.9925,100.2209,102.7073,71.3076,96.0119,46.1903,16.9025,34.0153,29.8477,27.7952,34.3574,83.7245,91.4016,19.7624,18.3339
38.4587,75.4253,54.0622,68.8587,44.2692,87.1001,71.2940,46.6593,49.7772,55.7225,24.2446,57.3480,75.0457,25.2111,19.3656,32.4019,20.2227,104.1543,104.0939,69.2990,98.0190,46.8006,16.5470,34.7282,30.3373,27.4885,32.8620,84.8436,91.0636,19.1832,18.2579
39.8403,76.7827,52.0338,69.0112,45.1653,87.0933,73.0931,46.5472,51.3955,54.9605,24.1772,58.7515,76.1129,25.0157,19.4045,31.3021,20.6195,104.8830,101.1879,71.7426,98.7532,46.0345,16.3826,35.4831,31.1995,27.1270,35.0471,82.3164,88.1750,20.0076,18.3901
39.8915,71.4532,50.5615,72.7207,45.3677,85.6588,74.6278,45.8534,50.4326,54.2955,24.1719,58.9441,79.1613,24.4139,20.7931,30.5244,20.1819,103.4589,101.2052,72.1607,100.7766,47.2155,16.7656,34.9763,32.1598,26.5871,34.5672,81.5833,93.0477,20.7580,18.5563
40.8634,68.7123,48.7422,70.2865,44.4269,87.7159,74.0907,46.4696,49.7517,56.4278,23.6483,61.7733,78.6044,24.1122,20.9247,30.3700,20.2181,103.9403,101.6689,74.7242,100.0938,47.6060,16.6129,34.7942,31.2961,27.4039,36.2741,84.8962,97.3596,20.7500,18.6161
41.1089,66.3165,50.2677,69.2742,44.8497,91.4116,77.0101,46.0979,49.4169,54.7127,22.6347,61.4763,78.8747,23.6652,21.3574,30.5510,20.2311,102.3394,100.4839,74.6375,103.5389,48.0753,16.8918,35.4236,30.8322,25.9030,35.1234,86.7851,95.1333,21.0108,18.6809
41.0848,65.3295,47.5414,69.2487,47.7234,91.3700,75.4655,46.2718,51.4887,52.7857,23.5469,65.9040,78.2150,23.1567,21.0082,30.6301,20.6851,104.5127,101.6588,73.0841,100.0469,46.9833,17.1011,36.2887,31.0752,24.4804,34.9056,85.7344,92.8859,20.8829,18.6072
41.1464,63.3892,48.2873,68.9206,48.0883,93.7722,72.4856,46.6431,52.2872,52.3051,23.2598,65.8492,81.0479,23.1346,21.0971,30.6503,21.0120,104.1600,96.1361,69.8659,98.5734,48.3822,17.4449,37.0132,30.3928,24.1944,35.6029,87.7363,91.8287,21.5566,18.6406
38.8815,64.9526,46.0125,70.7310,47.1326,92.6845,71.4606,45.3239,50.7670,51.2147,23.2901,65.3258,79.5644,23.2345,21.7135,31.5161,20.9581,100.8850,95.3615,66.5550,97.5599,47.7232,17.2170,36.3033,30.9639,23.4430,35.4573,89.7688,91.9612,21.2849,18.3934
42.1044,64.0231,47.4541,71.2362,49.2705,93.5450,71.8315,47.8414,53.2922,54.2329,23.6694,62.4738,77.3226,22.4538,21.1375,31.7936,21.2678,99.9130,94.8799,66.9183,96.2241,48.1925,17.3334,35.7220,30.1905,24.0098,36.0543,91.8007,92.3447,22.3156,18.6790
42.6167,66.8802,48.1364,71.8596,49.5296,92.3999,74.7209,47.0284,52.0847,53.1314,22.3758,65.9390,77.4919,21.6822,21.9367,30.9079,20.5691,99.4461,95.3297,70.6653,98.2563,47.7435,16.4793,35.7017,31.6180,23.8295,37.7422,93.9094,90.0561,22.2088,18.7226
42.8227,67.0835,49.8576,68.4273,50.4630,95.3944,73.5618,48.3285,54.4432,53.7207,22.1132,67.7194,76.0886,21.8652,20.8635,31.8915,20.3237,105.9475,95.8014,71.2408,98.2707,48.1954,16.3436,35.1523,31.5180,23.5154,37.5599,95.2186,85.3689,21.8244,18.7510
42.7266,67.5811,50.3182,72.4619,50.3836,96.7429,72.8222,47.8306,54.6876,54.4954,21.0607,64.4497,73.8236,21.8169,19.4331,33.1225,20.4494,106.5509,97.3428,72.1664,97.5418,47.3861,16.2682,34.7244,30.7314,24.0251,35.8375,95.9789,87.0863,21.5574,18.6699
43.7204,65.5558,48.7754,71.8495,50.9709,100.8497,73.8879,48.4873,52.8287,56.2276,19.6327,67.4436,74.5124,21.2734,19.7097,33.7905,21.0892,100.9097,98.6722,75.5326,98.5666,48.2905,16.3669,34.0579,30.8451,23.9716,34.6965,93.3176,91.7831,22.3735,18.8166
44.8617,65.4171,47.7975,73.7177,48.6424,100.1203,73.7853,49.4811,52.5671,56.7744,20.0168,69.2141,71.1991,20.9886,19.1504,32.6864,20.3724,100.3172,99.6837,77.5390,102.5590,50.5475,16.6318,33.5884,30.2622,23.9174,36.7931,91.7091,90.9641,23.5334,18.9493
47.3771,65.4490,44.8074,71.8564,48.1070,102.8679,71.8224,48.0226,54.3616,56.9459,20.1076,69.2228,71.9796,21.3990,19.5493,32.5952,19.1649,98.9179,97.0142,79.1082,102.6193,51.6841,16.9082,33.8650,30.4640,23.7511,37.3808,91.8358,89.9135,24.2821,19.0067
47.6175,65.7974,43.8813,71.2707,48.3789,99.0525,69.6439,47.3227,57.0572,57.5978,20.2742,70.9648,72.7483,21.2127,19.3210,31.5114,19.2687,96.4195,97.7777,80.0322,100.1008,51.2406,17.3817,34.1159,29.6872,23.9050,38.0010,88.8307,92.9026,23.7009,18.9260
48.6349,66.4752,44.8813,74.3159,46.0691,95.6996,67.4417,46.2820,57.9763,59.7685,20.6572,70.2449,71.2703,21.2662,18.8295,31.0552,18.9757,102.2704,98.6090,78.9474,101.6186,53.1298,16.7176,35.0379,29.2223,24.7004,38.3226,88.9183,87.5248,23.6527,18.9006
46.6687,65.8330,43.8275,73.2408,45.4287,93.2742,67.0193,47.1919,59.1979,60.4335,21.9232,72.3491,69.3350,21.5282,18.5564,30.2553,19.0577,105.1349,100.9848,78.2394,103.1496,52.8656,16.0149,35.5597,29.5701,24.1920,37.7109,91.1251,84.1987,22.8725,18.7928
46.3995,66.5056,44.5277,74.4767,45.7479,92.4253,68.7605,48.8906,60.1985,62.4530,21.4984,72.9262,70.8601,21.7995,18.5821,30.8595,19.2170,103.8384,101.5568,78.6542,99.2180,52.9617,16.0004,34.4445,29.7956,24.1975,37.0692,88.7723,82.8937,23.9289,18.9089
49.9688,66.5002,45.6168,73.5442,48.5271,95.2314,70.9463,49.8659,60.5278,58.9617,21.3473,73.7902,69.3505,21.4137,19.0276,31.5848,19.3987,98.4699,96.7563,80.5380,104.0187,53.5706,15.2427,33.5453,29.3219,23.1476,38.5890,87.5029,80.0970,23.4658,18.9939
48.9132,65.4803,45.2748,74.8691,47.4403,94.4777,67.7992,51.7013,59.4566,58.9179,21.2161,74.2751,67.6454,21.3559,18.4232,30.7467,19.1025,98.4595,98.4712,79.3673,104.1378,52.9732,15.9009,32.9207,26.9061,23.7472,36.6358,85.4389,82.7449,23.8033,18.8732
49.9102,66.3164,47.9429,69.9786,46.6576,91.9147,65.6211,49.7317,61.8148,58.2054,22.1785,76.7055,69.3602,21.8465,18.4163,29.6662,18.8329,101.7502,95.6406,78.3218,106.4671,53.3135,16.1512,34.5718,26.3741,24.2485,37.9392,88.5266,79.1857,23.1588,18.8716
50.5890,67.3567,47.5924,68.4871,47.4431,91.9310,62.6806,51.4531,64.4990,58.3597,21.5540,76.8477,69.9330,22.3617,18.3281,28.9307,18.6358,103.1682,95.6145,78.5636,106.9372,51.0909,15.8048,35.7840,25.6593,24.9269,38.4981,90.2647,78.1125,23.2656,18.8743
48.7431,65.3740,48.7337,70.5256,49.3520,93.0497,62.4194,52.9475,63.2390,58.4134,20.6885,72.8942,70.4640,22.5143,18.2745,28.1073,18.3854,100.4372,94.0902,77.8960,108.7480,51.0233,16.4467,35.1527,26.0529,24.6306,38.1846,87.5698,78.6626,22.8778,18.8705
50.4130,65.0392,47.7860,68.3738,50.0094,93.5794,61.0520,54.0076,64.5999,57.2575,20.7312,72.8017,70.9277,22.5117,19.3010,28.3538,18.5603,98.8855,92.9617,79.0401,109.0129,51.7323,15.5431,35.2769,24.6801,24.7756,38.5674,88.4310,79.9706,22.3570,18.8533
50.7655,65.5192,44.4946,68.1877,47.7103,93.4814,62.0287,54.9934,62.9621,57.1630,20.9712,73.7922,69.7439,21.8211,19.7440,28.8542,18.4957,97.7090,89.4309,76.4534,106.3871,50.7009,15.8915,37.1241,24.7715,24.5789,38.9708,90.2161,80.5440,22.3334,18.7637
50.5291,62.1117,47.2063,65.6398,48.8269,100.5338,63.1888,57.9290,62.9534,57.0811,20.9304,74.0077,69.2256,22.5002,19.0982,28.5296,17.9335,99.9918,92.8595,80.2756,101.3979,51.1948,16.5951,37.7655,24.1610,25.2123,38.9998,89.7304,76.5319,22.6175,18.9214
48.7757,66.8293,48.2880,66.9506,51.7864,95.9162,60.4254,56.3077,64.7125,57.0111,20.1876,74.7966,67.8307,22.7718,19.3655,29.6656,17.8749,97.7713,97.7018,81.0705,100.7770,50.1033,16.6449,36.9678,23.4258,24.4407,37.2296,90.5428,75.4453,22.2106,18.7941
47.1171,69.2789,46.4720,64.8076,53.2387,93.4281,59.9039,56.8712,63.4978,56.3214,20.7841,73.3476,66.8849,23.2437,18.1994,30.9129,18.2641,96.0082,100.3013,81.2268,98.8600,50.9245,17.7628,36.4129,23.1747,24.9691,35.7718,88.9468,78.0107,22.2890,18.7533
45.4427,69.1735,45.6374,62.8280,54.6892,90.3403,55.0542,59.4693,66.8274,59.1934,21.0900,72.4642,66.3351,24.0325,18.2815,31.5335,18.7383,98.6542,96.0971,80.2685,96.7189,48.8720,17.3668,36.5396,24.0606,25.0611,35.1420,93.9544,74.4983,21.1471,18.6713
45.1485,71.0226,45.2357,62.5122,52.4846,93.4279,55.5044,61.3597,67.6781,60.5446,21.2828,75.4551,64.6094,23.3118,18.0779,31.0632,18.5870,96.0888,96.1823,79.0281,94.8829,47.3839,17.9190,37.1992,24.5797,24.9663,35.9277,94.0231,73.5467,21.3657,18.6973
45.7871,70.6231,44.3342,64.2098,56.1389,96.9741,54.4074,61.4084,68.6678,60.7390,20.9582,72.4299,62.8761,23.6864,17.5061,31.9175,18.6819,95.0592,99.1061,77.4702,93.7118,46.6933,19.1497,36.7188,23.7499,25.8202,37.6598,91.6527,72.7827,22.6485,18.8423
44.2249,70.0328,44.2123,65.7403,56.0687,97.7097,53.8021,63.2152,69.4791,59.7026,21.5114,73.9789,61.8347,23.7850,17.4352,31.4892,18.0802,96.0907,98.2677,74.9534,91.4202,45.8463,19.0327,36.7369,23.6297,25.7582,39.0880,96.4034,69.9333,22.4012,18.7794
42.7298,67.1569,42.2678,66.9483,55.3821,97.4977,55.0640,62.9911,68.9246,59.5699,21.3884,70.7974,63.1745,24.1276,18.0395,31.6313,18.4603,96.7650,99.4644,75.7150,92.4713,45.5331,19.3439,36.8823,23.6544,26.8013,38.6361,94.9518,72.3856,23.6629,18.8785
42.9320,65.4644,43.9010,65.3380,56.7693,98.7389,56.5428,64.2823,69.9579,58.6021,21.1237,71.4102,65.0653,24.1693,17.9455,29.8083,18.4063,97.1772,100.7985,75.3437,89.8903,48.4353,20.3068,36.1472,23.2755,25.7176,40.0729,92.1566,68.9590,23.4221,18.9763
43.7667,68.0763,43.3997,63.7883,55.3405,96.4826,56.7662,65.5419,67.7856,57.3743,21.3851,68.2045,67.6845,24.6735,18.0422,30.7376,18.8982,98.1626,93.0135,75.0065,92.8622,48.5489,20.6569,36.0029,23.6003,25.7751,39.5651,97.0584,72.8019,23.5297,19.0883
42.3402,64.2820,43.0438,68.0850,52.7306,97.1980,58.1212,63.8805,70.3015,57.5124,21.6929,69.1597,67.6955,24.2053,18.2990,30.4955,19.1675,95.5117,89.7383,75.5191,92.8880,47.2847,19.9183,36.0878,24.0706,25.3822,37.9153,93.5520,71.1915,22.2931,18.8958
42.3580,64.0028,41.3391,66.2575,53.5035,95.3439,60.0572,63.7040,74.0107,54.0914,21.1365,72.9924,70.9368,24.3280,19.3011,29.6026,19.6459,98.2691,94.3627,80.6093,93.0282,44.7494,18.6681,36.1455,25.0626,26.0797,39.2697,94.4187,72.4541,21.8697,18.9465
40.8408,63.5539,41.5544,63.7243,52.4739,95.9038,58.9849,64.5160,78.2200,54.4200,20.4985,72.5584,70.2018,24.8501,19.1933,29.9871,19.3908,96.8486,97.8461,84.3978,92.0913,45.3228,18.2002,37.1791,24.8645,26.8306,39.7172,97.7427,70.6689,21.6935,18.9528
40.4874,63.5560,42.5450,66.0068,53.2627,96.4738,61.6249,63.9798,76.3095,52.6787,22.3903,72.3065,68.9789,24.6322,18.8104,29.3816,19.1868,94.6590,96.9565,82.8197,89.8960,43.9428,18.4407,37.9753,25.6135,27.1789,41.7081,98.4748,70.6890,20.4778,18.8919
41.5984,64.2890,42.9188,65.2460,52.9331,95.3651,58.5911,61.2212,77.9165,53.8957,21.9424,67.3996,67.1933,24.6912,18.7522,29.7345,19.8247,91.2730,95.6865,81.5119,88.7424,44.1043,18.5017,36.8902,25.8406,26.2039,41.6931,100.4947,70.5876,20.6365,18.7720
41.9387,64.5511,42.7180,64.5510,51.9776,97.0517,58.6961,60.4228,80.2781,54.9240,22.5283,67.0890,68.2011,24.7801,18.6236,29.4139,19.7681,90.3822,95.6738,80.6882,85.6792,44.1517,18.6006,36.9153,25.4314,27.2894,42.6044,97.9862,71.3453,20.6358,18.7637
41.3195,64.1482,43.4995,63.4054,50.3119,99.6589,55.8418,59.6644,83.9426,56.9841,21.7932,67.8213,69.1913,24.8900,17.8535,29.3241,20.9529,93.4489,96.0103,84.0079,80.8189,44.3280,18.8164,38.0461,25.3445,28.5288,42.9854,106.2705,69.6255,21.1069,18.8859
39.5126,65.7607,44.6002,65.7122,49.9274,95.2773,56.3634,60.2094,85.1313,57.9907,22.3774,68.4811,69.2131,24.6068,17.7147,29.1967,21.2776,96.8379,100.2328,83.0950,77.3851,45.7553,18.7851,37.9208,24.8408,27.9190,40.8864,105.5011,67.5496,20.6436,18.8431
39.2928,65.6702,43.3528,64.6652,50.5156,94.5490,55.7151,61.5434,85.9881,59.0667,22.3531,68.7741,68.5386,24.5782,17.0561,28.6315,21.0946,92.9793,101.5984,83.3142,77.1328,45.6159,18.4703,38.8751,24.8125,29.4600,42.4126,106.4694,69.3918,20.1323,18.8114
38.5880,68.8990,42.6552,63.4580,48.3106,95.2232,56.4512,63.0132,80.0361,57.6910,23.2489,69.6135,63.4747,24.3437,16.3193,28.7618,20.4856,96.5903,98.9756,81.2323,78.7173,45.0867,18.9054,39.1399,24.8944,29.3700,44.8223,111.1291,66.1966,19.9402,18.7005
39.1489,67.7837,41.2710,64.1031,48.9769,92.0619,56.9073,60.5898,78.2195,56.0888,22.5008,67.3978,62.1323,24.0327,17.0692,29.0458,20.9942,95.1683,96.6167,80.4393,82.0023,43.3855,18.3934,40.3104,25.3291,27.6307,47.2666,112.0969,67.6710,20.8515,18.6139
39.3013,70.7577,41.3845,62.9434,50.4013,92.7576,54.6429,59.4942,79.6047,59.7422,20.7988,65.7253,62.4415,24.5956,17.3371,29.8419,21.0820,93.0447,96.6866,82.1228,82.2999,43.9270,18.6873,39.1688,25.9093,27.9662,47.3999,109.1838,65.5466,21.2108,18.6737
39.0179,69.4984,42.5437,64.5038,52.7696,95.9747,55.8212,59.4187,78.6943,61.5429,20.2491,64.6170,60.2341,24.1860,17.0179,30.9113,21.0277,93.0065,96.4941,83.3144,81.5270,42.4941,18.6625,39.2873,26.8039,28.1474,47.7856,110.5856,64.2663,20.7516,18.7130
39.0728,66.9263,44.6457,64.8975,50.4793,94.9464,58.7602,59.9600,77.4493,63.0831,19.7507,67.7102,59.3349,22.7002,16.7235,30.0294,21.5752,94.4397,97.7407,87.1240,79.5686,42.4906,18.8835,39.4710,26.4522,28.3630,46.6611,111.7504,64.3174,20.8833,18.7911
38.2735,65.1761,47.4968,64.2788,49.5273,98.8950,60.7204,60.5038,73.9661,63.7061,20.6035,67.6298,57.8116,22.7787,16.5452,30.0727,20.4415,97.0185,97.4747,86.0741,81.0783,44.7510,19.7452,41.1775,26.4190,27.6200,47.2629,109.3630,60.9781,20.9884,18.8708
40.2730,67.1600,48.1955,63.0588,50.3588,96.1067,61.5161,60.7643,72.2280,64.2897,20.2184,67.8580,57.5016,22.9396,16.4461,31.4925,20.2340,97.6969,96.6180,85.3626,82.7639,43.5375,19.7473,41.3019,24.8689,27.3934,48.0246,107.7969,64.9984,21.5223,18.8976
40.3355,69.7812,49.1627,64.8097,50.9206,93.1904,60.4718,59.5247,74.7798,66.0667,20.1106,65.8573,59.3457,22.4774,16.6462,31.5773,21.1615,90.4975,92.1359,80.4569,81.8003,43.1282,20.1591,40.1555,24.5211,27.2077,46.3973,106.7587,67.1763,20.6714,18.8004
40.5711,70.7708,49.7056,65.6337,51.7382,91.4219,60.6601,58.0958,75.2950,66.3160,19.5591,62.3337,58.3847,22.2268,17.6272,31.2594,21.5355,87.2584,90.0459,80.9033,83.9392,42.6370,20.4902,39.5058,23.8942,26.5204,47.2930,107.0388,66.6166,20.8431,18.8200
